"Plot Title: Piti WL (10766780)"
"#","Date Time, GMT+10:00","Abs Pres, kPa (LGR S/N: 10766780, SEN S/N: 10766780)","Temp, °C (LGR S/N: 10766780, SEN S/N: 10766780)"
421,12/07/17 08:00:00 AM,112.772,28.754
422,12/07/17 08:10:00 AM,112.799,28.853
423,12/07/17 08:20:00 AM,112.894,28.853
424,12/07/17 08:30:00 AM,113.310,28.853
425,12/07/17 08:40:00 AM,113.562,28.953
426,12/07/17 08:50:00 AM,113.752,28.953
427,12/07/17 09:00:00 AM,114.361,29.053
428,12/07/17 09:10:00 AM,114.052,29.053
429,12/07/17 09:20:00 AM,114.302,29.053
430,12/07/17 09:30:00 AM,114.159,29.053
431,12/07/17 09:40:00 AM,114.670,29.053
432,12/07/17 09:50:00 AM,114.729,29.053
433,12/07/17 10:00:00 AM,114.661,29.152
434,12/07/17 10:10:00 AM,115.160,29.152
435,12/07/17 10:20:00 AM,115.234,29.252
436,12/07/17 10:30:00 AM,115.519,29.252
437,12/07/17 10:40:00 AM,115.142,29.352
438,12/07/17 10:50:00 AM,114.893,29.352
439,12/07/17 11:00:00 AM,115.237,29.352
440,12/07/17 11:10:00 AM,116.045,29.352
441,12/07/17 11:20:00 AM,114.619,29.352
442,12/07/17 11:30:00 AM,114.964,29.352
443,12/07/17 11:40:00 AM,115.202,29.352
444,12/07/17 11:50:00 AM,115.234,29.252
445,12/07/17 12:00:00 PM,114.513,29.352
446,12/07/17 12:10:00 PM,115.083,29.352
447,12/07/17 12:20:00 PM,114.165,29.252
448,12/07/17 12:30:00 PM,114.890,29.252
449,12/07/17 12:40:00 PM,115.008,29.252
450,12/07/17 12:50:00 PM,114.263,29.352
451,12/07/17 01:00:00 PM,114.810,29.352
452,12/07/17 01:10:00 PM,114.005,29.452
453,12/07/17 01:20:00 PM,114.103,29.552
454,12/07/17 01:30:00 PM,114.248,29.652
455,12/07/17 01:40:00 PM,113.241,29.752
456,12/07/17 01:50:00 PM,113.577,29.853
457,12/07/17 02:00:00 PM,113.214,30.054
458,12/07/17 02:10:00 PM,113.146,30.154
459,12/07/17 02:20:00 PM,112.893,30.054
460,12/07/17 02:30:00 PM,113.253,30.154
461,12/07/17 02:40:00 PM,113.182,30.154
462,12/07/17 02:50:00 PM,113.000,30.054
463,12/07/17 03:00:00 PM,113.131,30.054
464,12/07/17 03:10:00 PM,113.051,30.154
465,12/07/17 03:20:00 PM,112.359,30.054
466,12/07/17 03:30:00 PM,112.537,30.054
467,12/07/17 03:40:00 PM,112.757,29.853
468,12/07/17 03:50:00 PM,112.264,29.652
469,12/07/17 04:00:00 PM,112.285,29.552
470,12/07/17 04:10:00 PM,112.261,29.552
471,12/07/17 04:20:00 PM,112.211,29.452
472,12/07/17 04:30:00 PM,112.223,29.452
473,12/07/17 04:40:00 PM,112.398,29.352
474,12/07/17 04:50:00 PM,112.318,29.452
475,12/07/17 05:00:00 PM,113.019,29.452
476,12/07/17 05:10:00 PM,112.837,29.352
477,12/07/17 05:20:00 PM,112.882,29.252
478,12/07/17 05:30:00 PM,112.941,29.252
479,12/07/17 05:40:00 PM,113.583,29.252
480,12/07/17 05:50:00 PM,113.247,29.152
481,12/07/17 06:00:00 PM,113.948,29.152
482,12/07/17 06:10:00 PM,113.138,29.053
483,12/07/17 06:20:00 PM,113.803,29.053
484,12/07/17 06:30:00 PM,113.933,29.053
485,12/07/17 06:40:00 PM,113.957,29.053
486,12/07/17 06:50:00 PM,114.266,29.053
487,12/07/17 07:00:00 PM,114.527,29.053
488,12/07/17 07:10:00 PM,114.242,29.053
489,12/07/17 07:20:00 PM,114.394,28.953
490,12/07/17 07:30:00 PM,114.299,28.953
491,12/07/17 07:40:00 PM,114.002,28.953
492,12/07/17 07:50:00 PM,115.653,28.953
493,12/07/17 08:00:00 PM,115.130,28.953
494,12/07/17 08:10:00 PM,115.961,28.953
495,12/07/17 08:20:00 PM,115.228,29.053
496,12/07/17 08:30:00 PM,114.916,28.953
497,12/07/17 08:40:00 PM,115.308,28.953
498,12/07/17 08:50:00 PM,115.581,28.953
499,12/07/17 09:00:00 PM,115.201,28.953
500,12/07/17 09:10:00 PM,115.727,29.053
501,12/07/17 09:20:00 PM,115.264,29.053
502,12/07/17 09:30:00 PM,114.952,28.953
503,12/07/17 09:40:00 PM,116.567,28.953
504,12/07/17 09:50:00 PM,115.189,28.953
505,12/07/17 10:00:00 PM,114.999,28.953
506,12/07/17 10:10:00 PM,114.738,28.953
507,12/07/17 10:20:00 PM,114.619,28.953
508,12/07/17 10:30:00 PM,114.569,28.853
509,12/07/17 10:40:00 PM,114.928,28.953
510,12/07/17 10:50:00 PM,114.334,28.953
511,12/07/17 11:00:00 PM,114.524,28.953
512,12/07/17 11:10:00 PM,114.750,28.953
513,12/07/17 11:20:00 PM,114.616,28.853
514,12/07/17 11:30:00 PM,113.586,28.953
515,12/07/17 11:40:00 PM,114.275,28.953
516,12/07/17 11:50:00 PM,114.144,28.953
517,12/08/17 12:00:00 AM,113.120,28.853
518,12/08/17 12:10:00 AM,113.158,28.953
519,12/08/17 12:20:00 AM,113.343,28.754
520,12/08/17 12:30:00 AM,113.069,28.754
521,12/08/17 12:40:00 AM,112.357,28.754
522,12/08/17 12:50:00 AM,112.559,28.754
523,12/08/17 01:00:00 AM,112.092,28.655
524,12/08/17 01:10:00 AM,111.038,28.754
525,12/08/17 01:20:00 AM,111.228,28.754
526,12/08/17 01:30:00 AM,110.706,28.754
527,12/08/17 01:40:00 AM,110.239,28.655
528,12/08/17 01:50:00 AM,109.622,28.655
529,12/08/17 02:00:00 AM,109.550,28.655
530,12/08/17 02:10:00 AM,108.966,28.555
531,12/08/17 02:20:00 AM,109.227,28.555
532,12/08/17 02:30:00 AM,108.574,28.555
533,12/08/17 02:40:00 AM,108.158,28.555
534,12/08/17 02:50:00 AM,108.087,28.555
535,12/08/17 03:00:00 AM,107.457,28.555
536,12/08/17 03:10:00 AM,107.347,28.456
537,12/08/17 03:20:00 AM,106.979,28.456
538,12/08/17 03:30:00 AM,106.706,28.456
539,12/08/17 03:40:00 AM,106.527,28.456
540,12/08/17 03:50:00 AM,106.465,28.357
541,12/08/17 04:00:00 AM,106.549,28.357
542,12/08/17 04:10:00 AM,106.525,28.357
543,12/08/17 04:20:00 AM,106.985,28.258
